研修プログラムコード,コース番号,コマ記号,表示順,所要時間,タイトル,説明
agent,64,B0,1,0.5,経営企画職業務のAIエージェント活用実演・要点解説,講師が本コースで扱う一連の業務工程をAIエージェントに委任し、実行から検収までを通しで実演します
agent,64,B11,2,0.5,企画業務の工程分解・基礎,自動化する定型業務の選定と工程分解(入力→手順→出力→判断基準)。題材: 会議資料の骨子作成 など
agent,64,B12,3,1.0,企画業務の業務指示書作成・実践,AIエージェントに委任するための業務指示書を作成 — 手順・判断基準・例外対応の言語化。題材: 役員への報告メモ / 全社方針の説明文 など
agent,64,B21,4,0.5,企画業務エージェントの設定・基礎,作成した業務指示書と参照資料をAIエージェントに実装します(手順・ナレッジの登録)
agent,64,B22,5,0.5,企画業務エージェントの設定・実践,マスキング済み又はダミーのデータでテスト実行し、動作を確認・修正します
agent,64,B3,6,1.0,AIエージェントによる企画文書作成の自動化演習①,会議資料の骨子作成 / 役員への報告メモ / 全社方針の説明文 の一連工程を委任し、実行結果を検収・修正します
agent,64,B4,7,1.0,AIエージェントによる戦略立案の自動化演習②,市場・競合リサーチ→示唆抽出 / 中期計画の論点整理 を含む複数ステップの業務フローを連結し、自動実行・検収します
agent,64,B5,8,1.0,AIエージェントによる戦略立案総合演習,戦略立案の一連の業務フロー(受付→処理→出力→報告)を業務エージェントに委任し、実行・検収・修正までを通しで行います(マスキング済み又はダミーのデータを使用し、講師の添削・指導つき)
agent,64,C1,9,1.5,企画業務エージェントの整備,業務指示書・エージェント設定・運用手順・利用ルールを1式にまとめ、動作確認まで完了させます
agent,64,C2,10,0.5,業務エージェントの業務フロー配置,どの工程をAIエージェントに委任し、どこに人の確認ポイントを置くかをマッピングします
agent,64,D1,11,1.0,業務エージェントの運用・監督演習,実行結果の検収手順、想定外の出力・エラー時の停止と修正、業務指示書の改善(再指示・更新)の手順を演習形式で習得します
agent,64,D2,12,0.5,委任範囲と確認体制の策定演習,機密情報・実行権限・承認フローなど、自身の業務に即した委任ルールと確認体制を演習で作成します
agent,64,D3,13,0.5,実務組み込み計画の作成・講師フィードバック,業務エージェントを日次・週次業務のどの工程に組み込むかの計画をまとめ、講師が個別に添削・フィードバックします
agent,65,B0,1,0.5,店舗開発職業務のAIエージェント活用実演・要点解説,講師が本コースで扱う一連の業務工程をAIエージェントに委任し、実行から検収までを通しで実演します
agent,65,B11,2,0.5,開発業務の工程分解・基礎,自動化する定型業務の選定と工程分解(入力→手順→出力→判断基準)。題材: 物件情報の照会文 など
agent,65,B12,3,1.0,開発業務の業務指示書作成・実践,AIエージェントに委任するための業務指示書を作成 — 手順・判断基準・例外対応の言語化。題材: 出店稟議書の下書き / 地主・管理会社への挨拶文 など
agent,65,B21,4,0.5,開発業務エージェントの設定・基礎,作成した業務指示書と参照資料をAIエージェントに実装します(手順・ナレッジの登録)
agent,65,B22,5,0.5,開発業務エージェントの設定・実践,マスキング済み又はダミーのデータでテスト実行し、動作を確認・修正します
agent,65,B3,6,1.0,AIエージェントによる開発文書作成の自動化演習①,物件情報の照会文 / 出店稟議書の下書き / 地主・管理会社への挨拶文 の一連工程を委任し、実行結果を検収・修正します
agent,65,B4,7,1.0,AIエージェントによる出店判断の自動化演習②,商圏リサーチ(人口動態・競合)→出店評価レポート / 退店・移転の検討資料 を含む複数ステップの業務フローを連結し、自動実行・検収します
agent,65,B5,8,1.0,AIエージェントによる出店判断総合演習,出店判断の一連の業務フロー(受付→処理→出力→報告)を業務エージェントに委任し、実行・検収・修正までを通しで行います(マスキング済み又はダミーのデータを使用し、講師の添削・指導つき)
agent,65,C1,9,1.5,開発業務エージェントの整備,業務指示書・エージェント設定・運用手順・利用ルールを1式にまとめ、動作確認まで完了させます
agent,65,C2,10,0.5,業務エージェントの業務フロー配置,どの工程をAIエージェントに委任し、どこに人の確認ポイントを置くかをマッピングします
agent,65,D1,11,1.0,業務エージェントの運用・監督演習,実行結果の検収手順、想定外の出力・エラー時の停止と修正、業務指示書の改善(再指示・更新)の手順を演習形式で習得します
agent,65,D2,12,0.5,委任範囲と確認体制の策定演習,機密情報・実行権限・承認フローなど、自身の業務に即した委任ルールと確認体制を演習で作成します
agent,65,D3,13,0.5,実務組み込み計画の作成・講師フィードバック,業務エージェントを日次・週次業務のどの工程に組み込むかの計画をまとめ、講師が個別に添削・フィードバックします
agent,66,B0,1,0.5,教育・講師職(スクール運営)業務のAIエージェント活用実演・要点解説,講師が本コースで扱う一連の業務工程をAIエージェントに委任し、実行から検収までを通しで実演します
